CPD-1106	C03557
CPD-10037	C11383
N-PHOSPHOLOMBRICINE	C14178
CPD-7414	C16276
CPD-17138	C20889
CPD-396	C02918
CPD-19037	C21291
CPD-10483	C18048
CPD-13181	C19241
SULFUR-DIOXIDE	C09306
CPD-7408	C05414
CPD-4022	C18774
APIGENIN	C06561
DISULFIRAM	C01692
CPD-12838	C11848
CPD-4604	C11263
CPD-574	C01893
CPD-12790	C19774
LEUCOPELARGONIDIN-CMPD	C03648
CPD-12247	C19694
CPD-18088	C21423
CPD-1777	C00761
CPD-15159	C00268
CPD-14813	C21583
IODINE-MOLECULE	C01382
CPD-8141	C11264
CPD-15171	C20522
CPD-20328	C06111
CPD-15535	C20667
CPD-18	C02050
CPD-709	C15786
CPD-4407	C15511
STEAROYL-COA	C00412
SUCROSE-6P	C02591
CPD-7418	C05838
|Reduced-flavodoxins|	C02745
CPD-14122	C17580
CPD-14212	C21270
PURINE	C15587
CPD-15260	C20630
CPD-13584	C01326
CPD-9923	C05817
S-2-INDOL-3-YLACETYL-COA	C15489
CPD-1089	C01767
FMN	C00061
CPD-427	C02716
MET	C00073
2-S-HYDROXYPROPYL-COM	C11498
CPD-6181	C08263
N-HYDROXY-4-AMINOBIPHENYL	C03622
CPD-15467	C12456
MORPHINONE	C01735
CPD-12485	C16362
CPD-19822	C21495
CPD-9136	C18317
PQQ	C00113
CPD-573	C02290
CPD-9569	C00247
12-DIACYL-3-3-ETCETERA-GLYCEROL	C04872
CPD0-1413	C07069
CHOCOLA_A	C02588
CPD-12724	C10023
CPD-15807	C12417
RIBOSE-15-BISPHOSPHATE	C01151
GLUCONATE	C00257
CPD-8910	C20456
CPD-20110	C21688
CPD-11552	C05645
GALACTITOL-1-PHOSPHATE	C06311
CPD-12615	C15881
CPD-15505	C16498
|Alpha-D-Talose|	C06467
CPD-17604	C10628
CPD-15736	C12431
CPD-9000	C15767
PHENOLIC-STEROID	C02453
UDP-GLUCURONATE	C00167
CPD-3221	C09882
CPD-14666	C09918
COUMARYL-ALCOHOL	C02646
L-PHOSPHINOTHRICIN	C05042
CPD-11444	C05766
CPD-11906	C21127
S-METHYL-3-PHOSPHO-1-THIO-D-GLYCERATE	C04399
5678-TETRAHYDROPTERIDINE	C05650
CPD-9837	C18081
CONIFERYL-ALCOHOL	C00590
2-CHLOROMALEYLACETATE	C06329
CPD-14158	C18001
CPD-10577	C18231
CPD-1077	C03935
MALTOTRIOSE	C01835
CPD-10174	C20508
PHYTANATE	C01607
BENZENAMINE-SULFATE	C06011
CPD-8912	C10682
CPD-18452	C19999
B-ALANINE	C00099
GLYCYL-PEPTIDE	C02038
HYDROGEN-MOLECULE	C00282
CPD-15910	C21140
THIAZOL-YL-INDOLE	C21721
CPD-8900	C05545
16-HYDROXYTABERSONINE	C11643
CPD-1076	C02519
METHYL-THMPT	C04488
CPD-16509	C20809
E-PHENYLITACONYL-COA	C09818
CPD-13509	C10073
CPD-4884	C10514
COUMARATE	C00811
CPD-14087	C20354
TETRAHYDROPALMATINE	C02890
CORTOL	C05482
CPD-8056	C08257
CPD0-1068	C20396
CPD-7705	C02233
CPD-395	C01403
CPD-16703	C07443
CPD-9460	C08964
CPD-7135	C09832
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	C01304
CPD-7222	C03221
CPD66-26	C05290
CPD-16428	C20767
CPD-7092	C18015
PANTETHEINE-P	C01134
CPD-10277	C08334
CPD-16506	C21096
CPD-15262	C20607
CPD66-57	C18171
TRANS-3-METHYL-GLUTACONYL-COA	C03231
CPD-8541	C04375
SUC-COA	C00091
CPD-376	C01053
CPD-14469	C20438
TESTOLOLACTONE	C04676
CPD-11735	C06456
RIBITOL	C00474
CPD-16526	C05678
CPD-19271	C21436
CPD-8635	C16410
CPD-14815	C11816
CPD-14652	C18037
CPD-19115	C21490
CPD-12500	C19873
CPD-14151	C01014
XANTHOMMATIN	C01969
CPD-13043	C20248
CPD-7496	C15858
ISOPROPYLAMINE	C06748
BIS-GERANYLGERANYLGLYCEROL-PHOSPHATE	C04638
CPD-11607	C19758
CPD-13546	C20870
CPD-14128	C20350
CPD-7679	C20292
|Histone-L-arginines|	C05206
2-HYDROXY-ESTRADIOL	C05301
SEMICARBAZIDE	C02077
CPD-123	C03056
10-HYDROXYDECANOATE	C02774
1OXO2YLIDENE	C07718
CPD-16930	C09140
5-HYDROXYINDOLE_ACETATE	C05635
CPD-18089	C06670
L-CANALINE	C08270
2-TRANS6-TRANS-FARNESAL	C03461
CPD-17013	C21570
CPD-12826	C00504
CPD-10557	C21449
CPD-12513	C00935
CPD-8925	C06511
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	C04411
2-AMINOMUCONATE_SEMIALDEHYDE	C03824
4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C08423
DIMETHYL-CITRACONATE	C05126
CPD-15206	C20519
D-TRYPTOPHAN	C00525
COPROPORPHYRINOGEN_III	C03263
3-HYDROHYDROXYPHOSPHORYLPYRUVATE	C06368
HYDROXYMETHYLBILANE	C01024
SEROTONIN	C00780
DTDP-L-DIHYDROSTREPTOSE	C03442
VITEXIN-2-O-BETA-D-GLUCOSIDE	C04024
CPD-11754	C19698
CPD-13032	C07712
DIPEPTIDES	C16116
CPD-7656	C11685
CYCLOHEXANONE	C00414
CPD-19273	C06629
CPD-15777	C21111
CPD-18238	C20969
CPD-7063	C18022
CPD-10102	C11390
CPD-535	C00665
CPD-19103	C21409
CPD-9175	C06809
CPD-16738	C20527
CPD-17784	C09794
CPD-10318	C10020
5-FORMYL-THF	C03479
CPD-10527	C04581
ETHYL-R-3-HYDROXYHEXANOATE	C03864
FORMYL-THMPT	C01274
CPD-14386	C20331
CPDQT-38	C17223
CPD-14667	C20936
S-5-HYDROXY-2-FUROYL-COA	C03724
|+-bornyl-diphosphate|	C03190
CPD-9305	C08389
CPD-17777	C10212
CPD-20439	C09128
CPD-7227	C15485
CPD-1901	C03036
CPD-17537	C00915
CPD-4584	C11627
CPD-9965	C02041
CPD-9192	C03243
CPD-15416	C20629
CPD-16436	C12322
CPD-11597	C07088
CPD-637	C02657
CPD-404	C01046
CPD-20398	C20792
CPD-564	C03539
CPD1A0-6112	C12435
CPD-696	C08830
CPD-75	C04457
CPD-9455	C17436
CPD-621	C03217
12-DIHYDROXYDIBENZOTHIOPHENE	C06722
CPD-6483	C16930
CPD0-1115	C06441
CPD-13368	C20695
CPD-15423	C12458
MI-PENTAKISPHOSPHATE	C04579
CIS-12-DIHYDROXY-12-DIHYDRODIBENZOTHIO	C06721
L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	C05938
CPD-9084	C00563
CPD-10314	C19745
CPD-205	C02656
BENZOYLSUCCINYL-COA	C09820
PROTON	C00080
CPD-36	C01310
CPD-14458	C07542
BIPHENYL-23-DIOL	C02526
|epoxides|	C00722
CPD-7106	C10695
CPD-17492	C03264
CPD-3713	C02354
CPD-10623	C12832
CPD-47	C01839
CPD-13351	C02160
QUERCETIN-34-BISSULFATE	C01156
CPD-15241	C20576
CPD-20632	C07570
CPD-16440	C06070
|PHE-tRNAs|	C01648
CPD-14872	C20644
CPD-16745	C20561
SEPO3	C05172
CPD-4243	C09239
|Aldoses|	C01370
CPD-8991	C19750
CPD-9298	C16759
CPD-13616	C19938
CPD-12879	C19744
O-DEMETHYLPUROMYCIN	C02864
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C04548
CPD-8897	C05418
CPD-10571	C08079
CPD-9757	C08292
CPD-8915	C08304
CPD-482	C11865
CPD-20529	C06832
CHITOBIOSE	C01674
|DNA-N4-Methylcytosine|	C03110
3457-TETRAHYDROXY-3-METHOXYFLAVONE	C04443
GLYCEROPHOSPHOGLYCEROL	C03274
CPD-58	C04227
CPD-2044	C04849
CPD-15028	C00244
CPD-185	C04451
|GLY-tRNAs|	C01642
CPD-20730	C21765
QUINATE	C00296
DE-O-K-GLUCONATE	C03926
N-ETHYLMALEIMIDE	C02441
CPD-439	C03519
4-AMINOBUTANOYL-COA	C02801
CPD-10756	C18245
SUC	C00042
CPD-20795	C21837
PHENYL	C07113
CPD-14324	C21135
CPD-10098	C08306
CIS-34-DIHYDROXYCYCLOHEXA-162-DIENE-	C18314
|Tubulin-acetyl-L-lysine|	C04149
ALBENDAZOLE	C01779
N-ACYL-D-GLUTAMATE	C06379
CPD-9218	C06869
CPD-19430	C08526
OXALACETIC_ACID	C00036
L-RIBULOSE	C00508
CPD-12022	C05642
CPD-20136	C21693
PHASEOLLIDIN-HYDRATE	C05229
CPD-224	C00621
AQUACOBIIIALAMIN	C00992
CPD-1862	C16517
CPD-16653	C20983
CPD-18023	C21090
|Gal-Gal-Xyl-Proteins|	C04825
CPD0-1366	C11255
XANTHINE	C00385
CPD-221	C02964
N-ACETYL-L-24-DIAMINOBUTANOATE	C06442
|Protein-N-methyl-histidines|	C04087
CPD-7697	C14451
CYTIDINE	C00475
CYS-GLY	C01419
DITHIOERYTHRITOL	C00950
CPD-14298	C01273
CPD-526	C03387
CPD0-1256	C08230
CPD-7960	C16313
BUTANEDIOL	C03044
CPD-9999	C17952
CPD-12542	C19878
CPD-1085	C04661
6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6	C05356
CPD-636	C03233
CPD-1114	C00878
CPD-9953	C08300
|A-antigen|	C06483
CPD-14189	C21260
CPD-11878	C05576
BENZENE-NO2	C06813
ASN	C00152
CPD-17308	C15905
CPD-13962	C01907
CPD-8572	C03106
CPD-16782	C12227
CPD-9526	C07667
CADAVERINE	C01672
CPD-12990	C21408
GLYCOLITHOCHOLATE-3-SULFATES	C11301
PALMATINE	C05315
CPD-8605	C12633
23-DIPHOSPHOGLYCERATE	C01159
DELTA3-ISOPENTENYL-PP	C00129
CPD-15945	C20760
CPD-18765	C21145
CPD-13136	C06854
CPD-8984	C16014
CPD-4505	C11285
|Myelin-N-o-methyl-arginines|	C05321
CPD-6228	C11858
2-AMINOBENZENESULFONATE	C06333
CPD-10371	C15697
CPD-19543	C11345
CPD-9038	C15527
|DNA-6-O-Methyl-Guanines|	C04250
CPDQT-350	C17251
CPD-12748	C21725
CPD-15933	C15684
CPD-1131	C03057
CPD-10066	C11421
CPD-457	C04415
RS-TETRAHYDROBENZYLISOQUINOLINE	C05201
CPD-9185	C16952
CPD-8259	C05841
CPD-804	C05601
MONOMETHYL-ESTER-OF-TRANS-ACONITATE	C11514
|Digalactosylceramides|	C06126
CDPDIACYLGLYCEROL	C00269
CPD-10750	C19823
CPD-497	C02067
CPD-14139	C21254
4-hydroxybenzoate	C00156
CPD-3021	C15525
DIMETHYLBENZIMIDAZOLE	C03114
CPD-8917	C10772
CPD-8959	C10874
CPD-12699	C18796
CPD-13357	C04272
CPD-1911	C04685
CPD-235	C02798
CPD-7545	C17237
CPD-9936	C09581
CPD-71	C15613
N-METHYL-HISTAMINE	C05127
CPD-643	C06406
CPD-5821	C12248
CPD-1109	C00625
FRUCTOSE-16-DIPHOSPHATE	C00354
CPD-350	C02104
CPD-15322	C17235
S-STYLOPINE	C05175
DAMP	C00360
PYRAZOLE	C00481
CPD-11283	C19304
CPD-12616	C15884
CPD-718	C15792
N5-METHYLGLUTAMINE	C03153
CPD-10543	C08352
D-MANNOSYL-RHAMNOSYL-ETCETERA	C04724
CPD-20754	C20918
CPD-13370	C20697
CPD-4184	C05110
CINNAMALDEHYDE	C00903
GLUCOSYL3-MANNOSYL9-N-ACETYLGLUCOSA	C03632
CPD1A0-6111	C12434
3-PHENYLPROPIONATE	C05629
PHYTYL-PYROPHOSPHATE	C05427
CPD-16787	C11182
5734-TETRAHYDROXYFLAVONE	C01514
CPD-9366	C10540
ERYTHRONATE-4P	C03393
CPD-8529	C02318
FORMYL-L-METHIONYL-PEPTIDE	C11439
CPD-12278	C18232
CPD-8989	C15999
CPD-20144	C09687
CPD-367	C11537
CPD-7214	C05911
20-OH-LTB4	C04853
HOMO-I-CIT	C05662
CPD-13822	C15680
ESTRADIOL-ETCETERA-GLUCURONOSIDE	C04300
CPD-864	C03037
CPD-12843	C05349
CPD-13188	C19966
CPD0-1198	C05412
3-OXOPIMELOYL-COA	C06715
CPD-382	C00273
L-TYROSINE-METHYL-ESTER	C03404
CPD-669	C01513
|D-mannuronates|	C02024
CPD-17005	C02872
CPD-10261	C16217
CPD-8691	C11882
CPD-19829	C08260
D-GALACTOSYL-14-D-GALACTOSYL-14-D-	C04737
CPD-615	C02370
CPD-20021	C09951
CPD-695	C06094
PROTEIN-L-BETA-ISOSPARTATE-METHYL-ESTERS	C04311
N-ACETYL-D-GLUCOSAMINE-6-P	C00357
DIHYDROSANGUINARINE	C05191
CPD-10591	c05449
CPD-9320	C18132
CORYDALINE	C15530
UROCORTISONE	C05470
CPD0-1349	C06105
CPD-12586	C16503
CPD-14127	C20353
CPD-12902	C16470
CPD-8718	D00491
GLYCOL	C01380
CPD-19715	C21625
CPD-20249	C21707
2-PROPENYL-GLUCOSINOLATE	C08427
AN-ALPHA-L-FUCOSIDE	C02475
2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA	C05165
CPD-13972	C12425
CPD-10792	C16850
CPD-15180	C03819
CPD0-2340	C20249
CYANIDIN-3-O-RHAMNOSYLGLUCOSIDE	C08620
CPD1F-119	C08601
CPD-3566	C11624
CPD-143	C07455
CORTISONE	C00762
CPD-7700	C16289
CPD-13014	C13870
PROCOLLAGEN-5-GALACTOSYLOXY-L-LYSINE	C04487
CPD-10411	C12136
CPD-7988	C11623
GAMMA-BUTYROBETAINE	C01181
CPD-412	C02947
CPD-10051	C00964
D-XYLULOSE	C00310
HG0	C01319
CPD-7421	C15981
CPD-9452	C04509
CPD-13892	C06914
CPD-1084	C02576
CPD-15048	C08575
CPD-1087	C05455
CPD-1105	C01214
CPD-20825	C21836
CPD-20084	C21684
N-ACETYLARYLAMINE	C07565
7-8-DIHYDROPTEROATE	C00921
CPD0-2069	C06894
CPD-15733	C12429
CPD-4125	C15782
CPD-13772	C14222
CPD-10169	C20504
CPD-4745	C09715
CPD-18024	C17693
CPD-20218	C21784
TAUROLITHOCHOLATE	C02592
CPD0-2599	C21545
5-DEHYDROGLUCONATE	C01062
CPD-945	C06742
CPD-19894	C07204
CPD-270	C03000
CPD-17789	C18837
CPD-8243	C20180
PENTACHLOROETHANE	C19496
2-5-DIHYDROXYPYRIDINE	C01059
CPD-16737	C20526
CPD-10229	C12109
BUTANAL	C01412
CPD-12568	C09704
CPD-9421	C21250
236-TRICHLOROHYDROQUINONE	C07099
MI-HEXAKISPHOSPHATE	C01204
CPD-13893	C06812
S-PHOSPHOLACTATE	C19156
CPD-17599	C21183
CPD-15806	C12415
N-ACETYL-BETA-D-MANNOSAMINOURONOSYL-14-	C04790
CPD-3	C06232
CPD-10236	C12044
CPD-9539	C01562
CPD-7087	C02906
CPD-9846	C06527
|Feruloyl-polysaccharides|	C06741
PYRUVATE	C00022
9-CIS11-TRANS-OCTADECADIENOATE	C04056
CPD-15430	C05845
|Organyl-acyl-glycero-phosphocholines|	C05212
CPD-16010	C11198
CPD-3344	C02193
CPD-7649	C13690
CPD-1075	C05627
|Fatty-Acids|	C00162
CPD-152	C16583
|Alpha-Amino-Acids|	C05167
CPD-14689	C11986
CPD-16961	C20553
DIMETHYLARSINOUS-ACID	C20300
TRINAPHTAL-CPD	C01173
R-COCLAURINE	C06349
CPD-12037	C08644
CPD-8768	C11392
CPD-19810	C21492
CPD-14693	C12014
CPD-43	C04623
BUTYRYL-P	C02527
MELILOTATE	C01198
CPD-17683	C09815
ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND	C04881
1-ALKYL-2-ARACHIDONYL-SN-GLYCERO-3-PCHOL	C05208
CPD-1002	C06576
CPD-13670	C20510
CPD-10632	C03918
QUINALDATE	C06325
CPD-13929	C20158
CPD-9331	C20215
4-DIMETHYLAMINOPHENYLAZOXYBENZENE	C04291
CPD-17700	C05552
|Beta-L-arabinosides|	C02761
CPD0-2614	C06880
|S-Substituted-L-Cysteines|	C05726
SALUTARIDINE	C05179
CPD-1903	C01411
DEOXYLIMONONIC-ACID-D-RING-LACTONE	C04251
CPD-13807	C06634
METHYLARSONATE	C07294
DEMETHYLMENAQUINONE	C05818
CPD-10510	C04444
CPD-11753	C19688
CPD-9908	C19840
CPD-7989	C17277
CPD-17469	C20996
CPD-4620	C15546
CPD-13283	C19820
CPD-20794	C21839
CPD-12150	C01570
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	C04216
METHENYLTETRAHYDROMETHANOPTERIN	C04330
CPD-10890	C06960
4-hydroxy-2-1H-quinolone	C16716
MALEIMIDE	C07272
911-ALPHA-EPOXYPREGN-4-ENE-320-DIONE	C04379
CPD-20474	C21733
CPD-16617	C12661
CPD-9416	C17352
CPD-14323	C21132
CPD-14550	C20370
2-METHYL-BUTYRYL-COA	C01033
HCN	C01326
CPD-20530	C06938
ITACONATE	C00490
20A-20B-DIHYDROXY-CHOLESTEROL	C05501
URATE-3-RIBONUCLEOSIDE	C05513
PROTOPORPHYRINOGEN	C01079
VALERATE	C00803
CPD-8046	C03844
CPD-10165	C20501
CPD-353	C03117
|Benzoin|	C01408
PRODUCTS-OF-ATP-BREAKDOWN	C07305
CPD-7971	C08608
|4-hydroxybenzoate|	C00156
|Phospholipid-Olefinic-Fatty-Acids|	C01229
CPD-7695	C05889
CPD-15218	C11856
CAPREOMYCIN	C01790
CPD-16518	C20857
CPD-13428	C01825
CPD-1004	c06578
CPD-6970	C18479
PHOSPHORYL-ETHANOLAMINE	C00346
CPD-3564	C05984
CPD-7270	C15666
CPD-15726	C20687
CPD-3141	C09126
CPD-17790	C10087
CPD-14834	C09592
CPD-6443	C12537
CPD-15854	C04822
2-OXOALDEHYDE	C00538
PHENYLACETOTHIOHYDROXIMATE	C03719
CMP-KDO	C04121
CPD-7148	C12645
A-2-DEOXY-D-GLUCOSIDE	C03573
CPD-6994	C05631
CPD-253	C17758
NITRAPYRIN	C18751
CPD-15421	C12032
S-HYDROXYMETHYLMYCOTHIOL	C18235
ADENOSYLCOBALAMIN	C00194
MN+2	C19610
N-ACETYL-5-METHOXY-TRYPTAMINE	C01598
MANNOSYL-ETCETERA-GLUCOSAMINYL-D-MANNOSE	C04923
CPD-10447	C16393
POLYPRENYLPHOSPHATE-GLUCOSE	C03799
CMP	C00055
CPD-46	C04079
CPD-20693	C19920
CPD-375	C00971
CPD-7646	C21070
CPD-3622	C10520
CPD-15900	C09825
2-ALPHA-HYDROXYETHYL-THPP	C05125
CPD-7616	C16700
CYCLOHEXANE-13-DIONE	C01066
PSYCHOSINE	C01747
CPD-18530	C15722
CPD-9040	C11539
CPD-11399	C09705
ALPHA-N-ACETYLNEURAMINYL-26-BETA-D-GALA	C04886
CPD-15411	C20602
CPD-9698	C03598
D-2-AMINO-HEXANO-6-LACTAM	C05328
CPD-18260	C21215
|Chondroitin-GalNAc-6S|	C00635
CPD-15998	C20741
CPD-16598	C08927
CPD-19431	C12173
D-3-HYDROXYACYL-COA	C01086
CPD-15	C06597
CPD-6885	C10056
|Charged-MET-tRNAs|	C02430
CPD-14138	C21253
CPD-4941	C11951
|4-Hydroxy-3-polyprenylbenzoates|	C05848
CPD-12481	C16355
MALTOOLIGOSYLTREHALOSE	C06400
CPD-455	C03996
CPD-9907	C18224
CPD-20321	C21825
CPD-2421	C02390
CPD-15110	C07210
CPD-13067	C19704
CPD-19433	C10812
GLT	C00025
|Methanofurans|	C00862
CPD-14541	C20807
CPD-7850	C08592
PROTOPINE	C05189
APS	C00224
CPD-15816	C01683
5-AMINO-LEVULINATE	C00430
2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE	C04522
CPD-16664	C16818
CPD-15587	C21058
CPD-17468	C20997
CPD-584	C00977
CPD-3706	C01367
CPD-8234	C09639
CPD-308	C01682
CPD-76	C01291
CPD-10303	C12317
CPD-10849	C18309
LUCIFERIN	C02894
CPD-3628	C10522
CPD-14388	D04090
CPD-13365	C01776
CPD-8067	C12634
FRUCTOSELYSINE	C16488
METHYLENEDIUREA	C06381
CPD-17006	C06814
CPD-15236	C21643
CPD-9028	C06052
LIOTHYRONINE	C02465
URACIL	C00106
CPD-19911	C11299
CPD-15033	C16284
CPD-10852	C18303
CPD-19988	C07665
CPD-13319	C02230
CPD-14311	C20475
CHLORDECONE	C01792
CPD-17595	C10557
CPD-689	C06504
CPD-13847	C04613
CPD-4405	C01701
|Protein-L-lysine|	C02188
6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12	C16070
N-ACETYL-GLUTAMYL-P	C04133
BUFOTENINE	C08299
CPD-9785	C07592
CPD0-1376	C14686
CARBON-DIOXIDE	C00011
6-OXO-HEXANOATE	C06102
CDP-ETHANOLAMINE	C00570
HOMOCYSTINE	C01817
N-BENZOYL-D-ARGININE-4-NITROANILIDE	C04303
CPD-6622	C17749
CPD-13880	C20187
TROPATE	C01456
CPD-18833	C13624
-CIS-SABINOL	C02213
METHACRYLYL-COA	C03460
CPD-13494	C10462
PYRAZINAMIDE	C01956
CPD-7282	C15516
ISOMETHYLEUGENOL	C10478
GERANIAL	C01499
D-TAGATURONATE	C00558
CPD-16501	C20830
CPD-19716	C21624
CPD-16015	C20904
TEREPHTHALATE	C06337
L-N2-2-CARBOXYETHYLARGININE	C06655
CPD-20520	C07571
CPD0-1699	C20239
CPD-15836	C14153
CPD-9226	C06950
CPD0-1082	C04804
AMMONIA	C00014
ETHYLBENZENE	C07111
2-OCTAPRENYLPHENOL	C05810
R-CANADINE	C11818
CPD-10774	C21382
CPD-10534	C07880
CPD-11909	C18092
CPD-8505	C01601
CPD-11776	C01897
STREPTOMYCIN	C00413
CPD-9911	C16145
TRANS-2-CHLORO-4-CARBOXYMETHYLENEBUT-2-E	C04729
CPD-16840	C09093
FORMATE	C00058
TRANS-23-DEHYDROADIPYL-COA	C14144
CPD-393	C02724
CPD-12039	C20352
CPD-449	C04703
CPD-3710	C03104
MYCOTHIONE	C11502
SULFATE	C00059
DEOXYURIDINE	C00526
CPD-16522	C20896
CPD-111	C02923
CPD-13625	C20400
CPD-11715	C05598
CPD-20473	C21732
CPD-10244	C06429
CPD0-2363	C19975
CPD0-1107	C20836
CPD-9261	C06662
CPD-355	C01904
2-DEHYDROPANTOYL-LACTONE	C01125
CPD-438	C01745
CPD-7389	C08730
2K-ADIPATE	C00322
CPD-20031	C01729
|protein-L-glutamate-O4-methyl-ester|	C04142
CPD-18923	C21296
CPD-4404	C15509
4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C08422
CPD-8198	C04698
CPD-14647	C20692
CPD-15935	C15678
CPD-7873	D01924
ACETONE-OXIME	C01995
|Carboxylic-esters|	C02391
CPD-6421	C06358
|Acceptor|	C00028
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE	C04234
CPD-19910	C11269
|O-Glucosylsterols|	C03641
CPD-20532	C05086
CPD-6442	C12305
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C01869
CPD-14468	C20436
CPD-7090	C05908
|Protein-Tyrosines|	C00585
CPD-18659	C21447
CPD-13903	C06048
O-SINAPOYLGLUCARATE	C02866
CPD-566	C02253
CPD-10813	C02465
|3-Oxo-5-Beta-Steroids|	C02797
CPD-7141	C12641
CPD-20679	C08596
CPD-15729	C12422
AGMATHINE	C00179
PALMITALDEHYDE	C00517
2-KETOGLUTARATE	C00026
CPD-13883	C20193
LL-DIAMINOPIMELATE	C00666
CPD-11578	C21283
CPD-15472	C20678
CPD-12480	C16361
CPD-1786	C03077
CPD-14832	C20299
3-HYDROXY-3-4-METHYLPENT-3-EN-1-YLG-COA	C04675
CPD-20626	C16340
TRICHLOROETHENE	C06790
CPD-7093	C09148
OROTIDINE-5-PHOSPHATE	C01103
SECOLOGANIN-CPD	C01852
PHENOL-PHOSPHATE	C02734
1-O6-O-DIGALLOYL-BETA-D-GLUCOSE	C04101
|Quinones|	C15602
L-LEUCYL-L-LEUCINE	C11332
4-HYDROXY-BENZYL-ALCOHOL	C17467
CPD-18797	C17658
L-CITRULLINE	C00327
CPD-8975	C14442
CPD-8966	C14510
CPD-4211	C00235
CPD-19414	C12437
CPD-11624	C19782
|GlcNAc-GlcA-Gal-Gal-Xyl-Protein|	C15656
CPD-634	C15794
CPD-9275	C07600
CPD-13346	C12304
R-12-EPOXYPROPANE	C11506
CPD-15502	C12457
INOSITOL-1-4-BISPHOSPHATE	C01220
|Cytochrome-c-N6-methyl-lysine|	C04061
5-HYDROXYINDOLE_ACETALDEHYDE	C05634
CPD-19040	C21287
CPD-9790	C16707
CPD-7864	C16303
CDP-ABEQUOSE	C01788
CPD-16659	C21002
AMIDINOPROCLAVAMINATE	C06657
ALPHA-N-DIACETYLNEURAMINYL-23-BETA-D-ETC	C04926
CPD-8754	C06306
OPLOPHORUS-LUCIFERIN	C15037
12-DIBROMOETHANE	C11088
CPD-16744	C13782
CPD-448	C00663
CPD-10520	C10031
ACYL-SN-GLYCEROL-3P	C00681
5-4-HYDROXYBUT-1-YNYL-22-BITHIOPHENE	C04486
FECOSTEROL	C04525
CPD-14023	C16772
CPD-9220	C07177
CPD-15539	C20726
XDP	C01337
2-3-DIHYDROXYPHENYL-PROPIONATE	C04044
CPD-6955	C12087
CARBAMOYL-P	C00169
CPD-6972	C03160
L-23-DIAMINOPROPANOATE	C03401
CPD-18171	C04792
L-GULONATE	C00800
CPD-1102	C04197
CPD-10598	C10700
PMS	C00200
12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC	C04576
CPD-680	C04075
CPD-13496	C09719
CPD-16754	C01576
CPD-13165	C20424
CPD-3001	C08577
CPD-20494	C10188
CPD-15430	C20620
CPD-14012	C20242
CPD-592	C01035
CPD-13511	C10176
PSEUDOTROPINE	C02066
CPD-13832	C11996
|tRNA-pseudouridine-38-40|	C02764
CPD-14123	C17581
CPD-7279	C13453
CPD-13380	C11930
CPD-14557	C20937
CPD-9518	C19830
DEOXYCHOLATE	C04483
CPD1F-114	C05432
CPD-1074	C03766
CPD-10163	C20499
CPD-15601	C16500
CPD-866	C07159
CPD-16514	C20803
LOGANATE	C01512
CPD-16868	C12849
CPD-452	C01288
NICOTINATE_NUCLEOTIDE	C01185
DTDP-DEOH-DEOXY-GLUCOSE	C11907
CPD-11779	C10205
CPD-13118	C00325
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	C03871
|Beta-D-Galactosides|	C00602
CPD-9991	C12038
CPD-14751	C06542
|Alpha-L-Rhamnosides|	C02757
CPD-13857	C20162
CPD-16642	C12379
CPD-8069	C12636
CPD-6642	C10498
CPD-14081	C16152
CPD-12177	C21030
HYDROXYAMINOBENZENE	C02720
CPD-9440	C18023
PIPERAZINE	C07973
--TRANS-ACENAPHTHENE-12-DIOL	C04167
CPD-15851	C14807
CPD-15213	C20517
CPD-218	C00855
CPD-8753	C17120
CoM	C03576
CPD-9327	C16666
CPD-242	C13635
CPD-1281	C04628
ACRYLONITRILE	C01998
HYPOXANTHINE	C00262
CPD-15940	C18845
CPD-177	C04549
CPDMETA-13651	C19932
CPD-16776	C10021
CPD-498	C11854
CPD-7601	C19155
CPD0-1028	C11356
CPD-9009	C03664
CPD-4823	C01823
2-METHYLPROPANAL-OXIME	C03219
9FLUORENOL	C06711
2-R-HYDROXYPROPYL-COM	C11496
|Limonene-1-2-diols|	17219
GAMMA-BUTYROBETAINYL-COA	C20749
CPD-7066	C06032
CPD-13344	C20566
DEOXY-D-RIBOSE-1-PHOSPHATE	C00672
NITROGEN-MOLECULE	C00697
CPD-10053	C11405
CPD-18755	C21184
CPD-7181	C04730
CPD-424	C02997
NARINGENIN-7-O-BETA-D-GLUCOSIDE	C09099
|3-oxo-stearoyl-ACPs|	C16219
